,url,text
2122,https://migri.fi/en/faq-residence-permits,You will not need a separate visa.
2123,https://migri.fi/en/faq-residence-permits,"The ninety days time limit concerns the total time spent in the Schengen area, not an individual country"
2124,https://migri.fi/en/faq-residence-permits,You should apply for an extended permit before the validity of your previous residence permit expires.
2125,https://migri.fi/en/faq-residence-permits,"Please submit your application in good time, so that you can make arrangements for your trip and make sure that your permit does not expire while you are away."
2126,https://migri.fi/en/faq-residence-permits,You can only apply for an extended permit in Finland.
2127,https://migri.fi/en/faq-residence-permits,"If you submit your residence permit application abroad at a Finnish mission, it will be processed as a new application for a first residence permit."
2128,https://migri.fi/en/faq-residence-permits,"If you are required to have a visa, it is possible that you will not be issued a visa to return to Finland."
2129,https://migri.fi/en/faq-residence-permits,The Finnish mission makes the decision to grant a visa.
2130,https://migri.fi/en/faq-residence-permits,If you are a foreign national free of visa you may stay in Finland and Schengen area for a maximum period of 90 days.
2131,https://migri.fi/en/faq-residence-permits,Other foreign nationals must leave Finland when the residence permit expires.
2132,https://migri.fi/en/faq-residence-permits,Residence permits cannot be granted for holiday travel.
2133,https://migri.fi/en/faq-residence-permits,"Yes, if you are able to return to Finland without a visa or if you have a valid visa that enables several arrivals in the Schengen area."
2134,https://migri.fi/en/faq-residence-permits,"If you are unable to return to Finland, you will be informed of your residence permit decision by a Finnish mission."
2136,https://migri.fi/en/faq-residence-permits,A trip or a family visit abroad is not a well-founded reason for expediting an application.
2137,https://migri.fi/en/faq-residence-permits,Read more about expedited processing.
2139,https://migri.fi/en/faq-residence-permits,Fill in all the required information on the application form carefully and append any required appendices.
2140,https://migri.fi/en/faq-residence-permits,Providing insufficient information slows the processing of your application because additional clarification is required from you.
2141,https://migri.fi/en/faq-residence-permits,Giving insufficient information may also lead to an unfavourable decision.
2142,https://migri.fi/en/faq-residence-permits,Telephone enquiries and visits to any of the service points do no expedite the processing of your case.
2143,https://migri.fi/en/faq-residence-permits,We will contact you if additional information is required.
2144,https://migri.fi/en/faq-residence-permits,Processing situations for applications and the average processing times can be found on the Processing times page.
2145,https://migri.fi/en/faq-residence-permits,The processing times of applications for permanent permits and extended permits are different.
2146,https://migri.fi/en/faq-residence-permits,You can apply for an extended permit even if you already have applied for a permanent permit.
2147,https://migri.fi/en/faq-residence-permits,"In that case, you do not need to cancel your application for a permanent permit."
2148,https://migri.fi/en/faq-residence-permits,Cancelling your application for a permanent permit may result in a gap between your residence permits.
2149,https://migri.fi/en/faq-residence-permits,That is why it is advisable to wait until decisions on both applications are ready.
2150,https://migri.fi/en/faq-residence-permits,"If a permanent residence permit is then granted, you can cancel your application for an extended permit after that."
2154,https://migri.fi/en/faq-residence-permits,This is especially important if you are changing your name
2156,https://migri.fi/en/faq-residence-permits,"Certificates issued by authorities of countries other than Finland, Sweden, Norway, Denmark or Iceland must be legalised."
2157,https://migri.fi/en/faq-residence-permits,"If the certificate is not in Finnish, Swedish, or English, please also send a translation of the certificate in one of these languages, certified by an authorised translator."
2158,https://migri.fi/en/faq-residence-permits,"No, you may not."
2159,https://migri.fi/en/faq-residence-permits,"If you wish to change the grounds for your application, you must submit a new application on the basis of marriage."
2160,https://migri.fi/en/faq-residence-permits,Read more about issuing a residence permit on the basis of marriage.
2161,https://migri.fi/en/faq-residence-permits,"If you apply for a permit on new grounds, you must pay the processing fee for the application and visit a Finnish mission abroad or a service point of the Finnish Immigration Service in Finland to prove your identity."
2162,https://migri.fi/en/faq-residence-permits,"When you apply for a permit on new grounds, the processing time starts to run again from the beginning."
2163,https://migri.fi/en/faq-residence-permits,The processing time depends on the type of your application.
2164,https://migri.fi/en/faq-residence-permits,Remember to cancel your previous application if you wish to apply for a permit only on your new grounds.
2165,https://migri.fi/en/faq-residence-permits,You can change the grounds for your application if you have applied for a residence permit on the basis of an established intimate relationship and
2166,https://migri.fi/en/faq-residence-permits,"Send your marriage certificate, evidence on living together or evidence on the custody of your child to the Finnish Immigration Service."
2167,https://migri.fi/en/faq-residence-permits,We will then assess whether you meet the requirements for a permit on the basis of marriage or cohabitation.
2176,https://migri.fi/en/faq-residence-permits,You can only apply for an extended permit if you are in Finland.
2177,https://migri.fi/en/faq-residence-permits,"If you submit your application for a residence permit abroad and visit a Finnish mission (embassy or consulate) to prove your identity, your application will be processed as a first residence permit application."
2178,https://migri.fi/en/faq-residence-permits,The fee charged is the processing fee for a first residence permit application.
2179,https://migri.fi/en/faq-residence-permits,You will find more information about applying for an extended permit on the page migri.fi/extended-permit.
2180,https://migri.fi/en/faq-residence-permits,You can wait for your decision in Finland.
2181,https://migri.fi/en/faq-residence-permits,"You have submitted your application in Enter Finland before the expiration of your current residence permit, which means that you have applied for an extended permit in time."
2182,https://migri.fi/en/faq-residence-permits,You still need to prove your identity in order for us to be able to start processing your application for an extended permit.
2183,https://migri.fi/en/faq-residence-permits,Book an appointment at one of our service points in our appointment system as soon as there are available appointment times.
2184,https://migri.fi/en/faq-residence-permits,You are required to visit a service point to prove your identity within three months of the date when you submitted your application.
2185,https://migri.fi/en/faq-residence-permits,We cannot start processing your application before you have proved your identity.
2186,https://migri.fi/en/faq-residence-permits,Changes in the Alien act 23.2.2023
2187,https://migri.fi/en/faq-residence-permits,"The amendments to the Aliens Act are not subject to a transition period, which means that your application will be processed in accordance with the new rules as soon as they enter into force."
2188,https://migri.fi/en/faq-residence-permits,See the web pages concerning the type of application you submitted for information about how the requirements for granting the permit have changed.
2189,https://migri.fi/en/faq-residence-permits,"If you notice that important information is missing, you can supplement your application with additional information."
2190,https://migri.fi/en/faq-residence-permits,"If you submitted your application using the Enter Finland online service, you can add information and attachments by selecting ‘send additional information’."
2191,https://migri.fi/en/faq-residence-permits,"If you applied for a residence permit using a paper form, you can send us additional information by email to migri@migri.fi."
2192,https://migri.fi/en/faq-residence-permits,"If more information is needed for your application, we will also send you a request for additional information."
2193,https://migri.fi/en/faq-residence-permits,This will extend the processing time of your application.
2194,https://migri.fi/en/faq-residence-permits,"If you have applied for a residence permit using the application for an employed person, specialist, the EU Blue Card, athlete, person with a degree or research completed in Finland, or other employment, and meet the requirements for the residence permit based on your application documents, the Finnish Immigration Service will grant you the permit without additional steps."
2195,https://migri.fi/en/faq-residence-permits,"In other cases, we will contact you or your employer."
2196,https://migri.fi/en/faq-residence-permits,"If you have, for example,"
2197,https://migri.fi/en/faq-residence-permits,it is possible that you cannot be granted the residence permit for which you have applied.
2198,https://migri.fi/en/faq-residence-permits,"In such cases, the Finnish Immigration Service will contact you asking you to change your application and apply instead for a residence permit for an employed person (TTOL), for example."
2199,https://migri.fi/en/faq-residence-permits,You will also receive instructions on how to pay the difference in the processing fees for the permits.
2200,https://migri.fi/en/faq-residence-permits,"If you do not agree to change your application or pay the difference in the processing fees, we may not be able to grant you a residence permit."
2201,https://migri.fi/en/faq-residence-permits,"No, you do not."
2202,https://migri.fi/en/faq-residence-permits,See our work in Finland page for a table of all old legal provisions regarding the right to work.
2203,https://migri.fi/en/faq-residence-permits,"No changes have been made to the actual right to work, and only the legal provisions of the Aliens Act regarding the right to work have changed."
2204,https://migri.fi/en/faq-residence-permits,You or your employer can use the table to check the new legal provision on the right to work.
2205,https://migri.fi/en/faq-residence-permits,You will receive a new card with the new legal provision printed on it when you apply for
2206,https://migri.fi/en/faq-residence-permits,"Your employer can complete the ‘Terms of Employment’ paper form (pdf), which you can then attach to your application."
2207,https://migri.fi/en/faq-residence-permits,"If you are applying for a residence permit on the basis of work, there may have been certain changes to your application."
2208,https://migri.fi/en/faq-residence-permits,See the application page of the residence permit for which you are applying to check
2209,https://migri.fi/en/faq-residence-permits,Please note that your employer must supplement your application by filling in the terms of employment.
2210,https://migri.fi/en/faq-residence-permits,"If you have already submitted your residence permit application and notice that information such as the terms of employment is missing, you can add this information to your application."
2211,https://migri.fi/en/faq-residence-permits,"If you submitted your application using the Enter Finland online service, add the missing information by selecting ‘send additional information’."
2212,https://migri.fi/en/faq-residence-permits,"If you applied for the residence permit on paper, you can send us additional information by email to migri@migri.fi."
2213,https://migri.fi/en/faq-residence-permits,You can be granted a residence permit for the entire duration of your studies.
2214,https://migri.fi/en/faq-residence-permits,"Make sure that you renew your passport early enough before it expires, and that you have a valid passport while you are in Finland."
2215,https://migri.fi/en/faq-residence-permits,You should apply for the residence permit for persons with a degree completed in Finland.
2216,https://migri.fi/en/faq-residence-permits,"If your application was sent before 23 February 2023 and it included all the necessary information and attachments, the decision must be made within four months by law."
2217,https://migri.fi/en/faq-residence-permits,"If your application, including all the necessary information and attachments, was sent on 23 February 2023 or later, the decision must be made within two months by law."
2218,https://migri.fi/en/faq-residence-permits,"However, the expected processing times for applications may vary, as applications are not comparable."
2219,https://migri.fi/en/faq-residence-permits,"The processing time depends, among other things, on how much time examining the matter requires, whether other authorities take part in the decision-making and whether additional information must be requested for processing the application."
2220,https://migri.fi/en/faq-residence-permits,Note also that your employer must add the terms of employment to your application and you must prove your identity.
2221,https://migri.fi/en/faq-residence-permits,"For more information, see the pages Processing times and What affects the processing time of your application?"
2223,https://migri.fi/en/faq-residence-permits,We may conduct register checks in different national registers.
2224,https://migri.fi/en/faq-residence-permits,Information on how you advance your studies comes from the Koski register.
2225,https://migri.fi/en/faq-residence-permits,"For more information about the Koski register, see the website of the Finnish National Agency for Education (in Finnish, oph.fi)."
2226,https://migri.fi/en/faq-residence-permits,"If we consider the withdrawal of a permit, we will always make an individual assessment of the permit holder’s situation."
2227,https://migri.fi/en/faq-residence-permits,"Before any decisions to cancel your permit, we will always contact you and ask for your opinion on the possible withdrawal of your permit."
2228,https://migri.fi/en/faq-residence-permits,"If you have a family member living in Finland, we will ask his or her opinion, too."
2229,https://migri.fi/en/faq-residence-permits,Your residence permit will not be withdrawn without a valid reason.
2230,https://migri.fi/en/faq-residence-permits,"If the register checks that are part of the automatic post-decision monitoring suggest that the grounds for your permit should be inspected more closely, the matter will be moved to a Finnish Immigration Service official for processing and closer examination."
2231,https://migri.fi/en/faq-residence-permits,"The decision to withdraw your permit will be made by a human, that is, an official of the Finnish Immigration Service."
2232,https://migri.fi/en/faq-residence-permits,"Before we cancel a permit, we will ask for your opinion on the withdrawal of your permit."
2233,https://migri.fi/en/faq-residence-permits,Granting a residence permit requires that you have sufficient financial resources for living in Finland.
2234,https://migri.fi/en/faq-residence-permits,A short gap in your income does not mean that we will start considering the withdrawal of your permit immediately.
2235,https://migri.fi/en/faq-residence-permits,"However, please note that if you hold a residence permit for an employed person but become unemployed, we may initiate a process for withdrawing your residence permit after you have been unemployed for 3 months."
2236,https://migri.fi/en/faq-residence-permits,We have carried out post-decision monitoring since 2017.
2237,https://migri.fi/en/faq-residence-permits,"Each year, we select certain permit categories for post-decision monitoring."
2238,https://migri.fi/en/faq-residence-permits,The Finnish Immigration Service is authorised to monitor all residence permits.
2239,https://migri.fi/en/faq-residence-permit-card,Frequently asked questions: The residence permit card
2240,https://migri.fi/en/faq-residence-permit-card,Your fingerprints will be taken when you submit your residence permit application.
2241,https://migri.fi/en/faq-residence-permit-card,"Abroad this takes place at a Finnish mission (embassy or consulate), and in Finland at a service point of the Finnish Immigration Service."
2242,https://migri.fi/en/faq-residence-permit-card,All persons over the age of 6 submitting an application for a residence permit must give their fingerprints while submitting the application.
2243,https://migri.fi/en/faq-residence-permit-card,For instance long distances or economic reasons are not sufficient grounds for failing to give one's fingerprints.
2244,https://migri.fi/en/faq-residence-permit-card,"If you lose your card in Finland or your card is stolen in Finland, report this to the police."
2245,https://migri.fi/en/faq-residence-permit-card,Apply for a new card at a service point of the Finnish Immigration Service.
2246,https://migri.fi/en/faq-residence-permit-card,You will need to give your fingerprints again.
2247,https://migri.fi/en/faq-residence-permit-card,"If you lose your card while abroad, or your card is stolen while abroad, report this to the authorities of the country you are visiting."
2248,https://migri.fi/en/faq-residence-permit-card,"If you are unable to travel to Finland without a visa, you can apply for a D visa so that you can return to Finland."
2249,https://migri.fi/en/faq-residence-permit-card,"In that case, fill in and submit the paper application for a D visa."
2250,https://migri.fi/en/faq-residence-permit-card,Apply for a new card personally at a service point of the Finnish Immigration Service when you are in Finland.
2251,https://migri.fi/en/faq-residence-permit-card,"For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card."
2252,https://migri.fi/en/faq-residence-permit-card,Inform the Finnish Immigration Service in writing about the incorrect information.
2253,https://migri.fi/en/faq-residence-permit-card,Specify what information should be corrected and in what way.
2254,https://migri.fi/en/faq-residence-permit-card,Remember to also include your contact information.The Finnish Immigration Service will determine the cause of the incorrect information.
2255,https://migri.fi/en/faq-residence-permit-card,"After this, the Finnish Immigration Service will let you know if the information will be corrected without a new application or if you need to apply for a new card."
2256,https://migri.fi/en/faq-residence-permit-card,You must apply for a new passport from the same authorities who issued your previous passport.
2257,https://migri.fi/en/faq-residence-permit-card,Usually this means your own country's embassy in Finland.
2258,https://migri.fi/en/faq-residence-permit-card,"If you have an alien's passport or a refugee travel document issued by Finland, you must submit a re-application at a service point of the Finnish Immigration Service."
2259,https://migri.fi/en/faq-residence-permit-card,"The residence permit sticker will not be transferred to your new passport, instead you must apply for a residence permit card from the Finnish Immigration Service."
2260,https://migri.fi/en/faq-residence-permit-card,The residence permit card is proof of your right to reside in Finland.
2261,https://migri.fi/en/faq-residence-permit-card,Identiy yourself or apply for a new card in person at a service point of the Finnish Immigration Service.
2262,https://migri.fi/en/faq-residence-permit-card,"For more information on how to renew your residence permit card, please visit migri.fi/en/renewal-of-a-residence-permit-card."
2263,https://migri.fi/en/faq-residence-permit-card,It takes approximately two weeks to manufacture and post the residence permit card.
2264,https://migri.fi/en/faq-residence-permit-card,"The cards are manufactured by a private company, and the Finnish Immigration Service has no influence over how soon the cards can be delivered."
2265,https://migri.fi/en/faq-residence-permit-card,Please note that phone calls to the Finnish Immigration Service do not speed up the manufacturing of your card.
2266,https://migri.fi/en/faq-residence-permit-card,"Please, find the answer on the page residence permit card."
2267,https://migri.fi/en/faq-residence-permit-card,Your residence permit card must have the same personal data as your passport.
2268,https://migri.fi/en/faq-residence-permit-card,"If your personal details in your new passport are the same as in your old passport and in your residence permit card, you do not need to do anything."
2269,https://migri.fi/en/faq-residence-permit-card,"If your personal data, such as your name, has changed, you must apply for a new residence permit card."
2272,https://migri.fi/en/faq-residence-permit-card,You have to renew your card.
2273,https://migri.fi/en/faq-residence-permit-card,Apply for a new card in the online service Enter Finland or in person at a service point of the Finnish Immigration Service.
2275,https://migri.fi/en/faq-residence-permit-card,"If your residence permit card expires while you are abroad and you are unable to travel to Finland without a visa, you must submit a new application for a residence permit at a Finnish mission (embassy or consulate)."
2276,https://migri.fi/en/faq-residence-permit-card,Apply for a new card at a service point of the Finnish Immigration Service when you are in Finland.
2277,https://migri.fi/en/faq-residence-permit-card,Apply for the renewal of your residence permit card before it expires.
2278,https://migri.fi/en/faq-residence-permit-card,"In urgent matters, you can visit our service points with a waiting number."
2279,https://migri.fi/en/faq-residence-permit-card,"If you apply for the renewal of your card in Enter Finland, send your application before your old card expires."
2280,https://migri.fi/en/faq-residence-permit-card,"When you send your application in Enter Finland, you do not have to visit a service point to prove your identity before your card expires."
2281,https://migri.fi/en/faq-residence-permit-card,"Instead, you can visit the service point later."
2282,https://migri.fi/en/faq-residence-permit-card,"If you have a permanent residence permit and the validity of your residence permit card is about to expire,"
2283,https://migri.fi/en/faq-residence-permit-card,You can read more about renewing a residence permit card on the page migri.fi/en/renewal-of-a-residence-permit-card.
2284,https://migri.fi/en/faq-residence-permit-card,"If your residence permit is about to expire,"
2285,https://migri.fi/en/faq-residence-permit-card,"For more information about applying for an extended permit, see the page migri.fi/en/extended-permit."
2286,https://migri.fi/en/faq-residence-permit-card,"No, you cannot because new fingerprints are needed for the card and you have to prove your identity."
2287,https://migri.fi/en/faq-residence-permit-card,A child’s card is renewed the same way as the card for an adult.
2289,https://migri.fi/en/faq-residence-permit-card,All children over the age of six have to give their fingerprints.
2290,https://migri.fi/en/faq-residence-permit-card,The child has to visit a service point to prove his or her identity.
2293,https://migri.fi/en/faq-family,Your spouse may apply for a Finnish residence permit on the basis of family ties.
2294,https://migri.fi/en/faq-family,You may not apply for a residence permit on your spouse’s behalf.
2295,https://migri.fi/en/faq-family,Only the applicant may initiate a residence permit application.
2297,https://migri.fi/en/faq-family,Two people of the same sex who have registered their relationship are also considered as spouses.
2298,https://migri.fi/en/faq-family,A cohabiting partner may apply for a residence permit on the basis of family ties on certain conditions.
2300,https://migri.fi/en/faq-family,"In accordance with the Finnish Aliens Act, a partner is not considered a family member and therefore a residence permit is generally not granted on this basis."
2301,https://migri.fi/en/faq-family,"However, in special cases a partner may be granted a residence permit."
2302,https://migri.fi/en/faq-family,This requires a special reason.
2303,https://migri.fi/en/faq-family,"In some cases a residence permit may be granted on the basis of, for example, cohabitation, if the foreigner is coming to Finland to marry."
2304,https://migri.fi/en/faq-family,"Your partner may enter Finland with a visa, if the conditions for granting one are met, or without a visa, if your partner is exempt from the visa requirement."
2305,https://migri.fi/en/faq-family,A Finnish embassy abroad decides whether a visa is granted.
2306,https://migri.fi/en/faq-family,"When you have married, your spouse may apply for a residence permit on the basis of marriage or a registered relationship."
2308,https://migri.fi/en/faq-family,Relatives other than members of the nuclear family may in some cases be granted a residence permit on the basis of family ties.
2309,https://migri.fi/en/faq-family,The permit may be granted only to other relatives of a Finnish citizen or a person who has received international protection.
2310,https://migri.fi/en/faq-family,"If the close family life of the applicant and of the relative living in Finland has previously been discontinued for normal family reasons – for example, when an adult child has begun family life with his or her spouse – the residence permit may not be granted on the grounds of resuming close family life."
2311,https://migri.fi/en/faq-family,Residence permits are primarily intended to be granted on the above grounds if an elderly parent moves to Finland at the same time as his or her adult child.
2312,https://migri.fi/en/faq-family,"If the application for a residence permit is submitted after the adult child has moved to Finland, the discontinuation of family life must have taken place for compelling reasons, such as for living in exile as a refugee."
2313,https://migri.fi/en/faq-family,Even in such cases the efforts to resume the close family life must begin immediately after the adult child has arrived in Finland and established contact with the relative.
2314,https://migri.fi/en/faq-family,A permit may also be granted if the close relative is fully dependent on the person residing in Finland.
2315,https://migri.fi/en/faq-family,Dependence on a person (sponsor) residing in Finland refers to both physical and mental dependence; financial dependence alone does not constitute full dependence.
2316,https://migri.fi/en/faq-family,Those falling within this group generally include the elderly parents of adults residing in Finland as well as adult children and unmarried siblings.
2317,https://migri.fi/en/faq-family,Residence permits are not generally granted on the basis of poor health and need for treatment if the applicant has the opportunity to receive treatment for his or her condition in the home country.
2318,https://migri.fi/en/faq-family,"If the applicant’s poor health is stated as a reason for the application, relevant medical certificates must be appended to the application."
2321,https://migri.fi/en/faq-family,"You can submit the application, but the residence permit will not be granted until the child does have a passport or has been entered in his/her parent’s passport."
2322,https://migri.fi/en/faq-family,The application must be submitted within three months of the child’s birth.
2323,https://migri.fi/en/faq-family,"Usually, the child must be present when the application is submitted at a mission or at a service point of the Finnish Immigration Service."
2324,https://migri.fi/en/faq-family,"However, the child does not have to be personally present, if there is a weighty medical reason why the child cannot be present."
2325,https://migri.fi/en/faq-family,An application on behalf of an underage child must be filled in and submitted by the child’s guardian.
2326,https://migri.fi/en/faq-family,More information on who is considered a child’s guardian.
2327,https://migri.fi/en/faq-family,The application may be filled in and submitted also by someone else to whom the guardian has given a power of attorney.
2328,https://migri.fi/en/faq-family,The child must be present when the application is submitted.
2330,https://migri.fi/en/faq-family,"If you have a residence permit granted on the basis of family ties, you have the right to gainful employment and study without restrictions in Finland."
2331,https://migri.fi/en/faq-family,Family member of a recipient of international protection
2332,https://migri.fi/en/faq-family,A sponsor residing in Finland will have been issued with a residence permit on the basis of international protection when he or she has been
2335,https://migri.fi/en/faq-employment,"To move to Finland on the basis of employment, you must first get a job in Finland."
2336,https://migri.fi/en/faq-employment,"After you have found a place to work, you will need a residence permit for an employed person issued by Finland."
2337,https://migri.fi/en/faq-employment,"If you intend to be self-employed or an entrepreneur in Finland, you will need a residence permit for an entrepreneur issued by Finland."
2339,https://migri.fi/en/faq-employment,"In some cases, you may be entitled to paid employment if you have another type of residence permit instead of a residence permit for an employed person."
2340,https://migri.fi/en/faq-employment,"In some cases, you are entitled to paid employment without any residence permit."
2341,https://migri.fi/en/faq-employment,"For more information, see the Right to work page."
2342,https://migri.fi/en/faq-employment,"For general information on the rules and regulations of working life in Finland, see the website of the Employment and Economic Development Office."
2343,https://migri.fi/en/faq-employment,"As a rule, for your first residence permit you should submit your application before you come to Finland."
2344,https://migri.fi/en/faq-employment,"However, if you are visiting Finland and have found a job, you may apply for a residence permit."
2345,https://migri.fi/en/faq-employment,The Finnish Immigration Service will process and consider the application.
2347,https://migri.fi/en/faq-employment,"A residence permit will not be granted on the grounds that you own shares; you also have to work in the company, and the work must be performed in Finland."
2349,https://migri.fi/en/faq-employment,Your family member can submit his or her application at the same time as you submit your application.
2350,https://migri.fi/en/faq-employment,Applications that are submitted at the same time are usually processed and decided at the same time.
2351,https://migri.fi/en/faq-employment,"In order for the applications to be decided at the same time, it is important that both you and your family member include in your applications all the necessary information and attachments."
2353,https://migri.fi/en/faq-employment,You do not have the right to work while your first application for a residence permit on the basis of employment is still being processed.
2354,https://migri.fi/en/faq-employment,Work for which a residence permit is not required is an exception to this rule.
2355,https://migri.fi/en/faq-employment,"Note, however, that you will be allowed to work in this way without a residence permit only until the expiry of your visa or exemption from visa."
2356,https://migri.fi/en/faq-employment,"If you have already been granted a residence permit on the basis of employment or some other residence permit on the basis of which you are entitled to work, you may continue the work that you are entitled to do in the same field during the processing of your extended permit on condition that you have applied for an extended permit before the expiry of your previous permit."
2357,https://migri.fi/en/faq-employment,You may begin working when you have been granted a residence permit including the right to work.
2358,https://migri.fi/en/faq-employment,"Your right to work is valid as soon as you receive notification of the decision, even if you have not received your residence permit card yet."
2359,https://migri.fi/en/faq-employment,"If you have a Finnish residence permit, you may travel to other countries in the Schengen area for a short period of time, but you are not allowed to take paid employment there."
2360,https://migri.fi/en/faq-employment,"If you wish to live or work in another country in the Schengen area, you need to contact the authorities of that country to determine the type of permit required."
2361,https://migri.fi/en/faq-employment,"Regardless of the type of residence permit (A, B or P) or the reasons why it was granted, a Finnish residence permit allows you to visit other countries in the Schengen area for no more than 90 days at a time."
2362,https://migri.fi/en/faq-employment,"This is the longest total consecutive time you may spend outside Finland in other Schengen countries, not just in one country."
2363,https://migri.fi/en/faq-employment,A residence permit issued by another Schengen country allows you to travel to Finland for a period of no more than 90 days at a time.
2364,https://migri.fi/en/faq-employment,"If you do not have a residence permit issued by Finland, you may not stay any longer than that, and you may not take paid employment."
2366,https://migri.fi/en/faq-employment,Your residence permit for an employed person entitles you to work in any or several occupations of your choosing.
2367,https://migri.fi/en/faq-employment,"For more information, see Changing jobs."
2368,https://migri.fi/en/faq-employment,"Your residence permit for an employed person entitles you to work in one or more professional fields, depending on the number of professional fields for which you have originally applied for a permit."
2371,https://migri.fi/en/faq-employment,All Finnish residence permits entitle you to study in Finland.
2372,https://migri.fi/en/faq-employment,"Please note, however, that if the purpose of your residence in Finland changes from employment to studying, for example, you must apply for a new residence permit for studies."
2374,https://migri.fi/en/faq-employment,"If you are entering Finland as a lecturer on the basis of an invitation or agreement, you do not need a residence permit for an employed person."
2375,https://migri.fi/en/faq-employment,"However, you must have a valid visa or be a citizen of a visa-exempt country."
2376,https://migri.fi/en/faq-employment,"You may work for no more than 90 days, until your visa or visa exemption period expires."
2377,https://migri.fi/en/faq-employment,"If you are entering Finland for an assignment lasting more than 90 days, you must apply for a residence permit which is granted separately for lecturing."
2380,https://migri.fi/en/faq-employment,"If the company does not require you to reside in Finland, you cannot be granted a residence permit on the basis of work."
2381,https://migri.fi/en/faq-employment,A residence permit on the basis of work is only granted for such work that requires the employee to reside in Finland.
2382,https://migri.fi/en/faq-employment,Working remotely for a foreign company does not on its own constitute grounds for a residence permit on the basis of work.
2383,https://migri.fi/en/faq-employment,Check the grounds on which you can apply for a residence permit in Finland on the basis of work.
2384,https://migri.fi/en/faq-employment,"No, it cannot, if you plan to apply for a residence permit on the basis of work."
2385,https://migri.fi/en/faq-employment,"Working remotely for a foreign company does not on its own constitute grounds for a residence permit on the basis of work, so you will have to apply for a residence permit on some other grounds."
2386,https://migri.fi/en/faq-employment,Check the grounds for applying for a residence permit in Finland on the basis of work.
2387,https://migri.fi/en/faq-employment,"If you apply for a residence permit on the basis of work, you will need to be paid a sufficient salary for the job for which you applied for a residence permit during the entire time your residence permit is valid."
2388,https://migri.fi/en/faq-employment,The income from remote work is not taken into account in the application.
2389,https://migri.fi/en/faq-employment,"As regards other residence permits, the situation is considered case by case."
2390,https://migri.fi/en/faq-employment,"Other grounds for residence permits are, for example, family ties, studies and remigration."
2391,https://migri.fi/en/faq-employment,Read more about the grounds for applying for a residence permit.
2392,https://migri.fi/en/faq-employment,You are allowed to work remotely for a foreign company when staying in Finland with a residence permit.
2393,https://migri.fi/en/faq-employment,"However, you cannot be granted a residence permit on the basis of remote work."
2394,https://migri.fi/en/faq-employment,Visit the website of the Tax Administration to check on issues related to taxation.
2395,https://migri.fi/en/faq-fast-track,Frequently asked questions: Fast track service
2397,https://migri.fi/en/faq-fast-track,"No, you cannot make changes in your application after you have submitted it."
2398,https://migri.fi/en/faq-fast-track,Here are some examples of why an application cannot be fast-tracked:
2399,https://migri.fi/en/faq-fast-track,"If your application could not be fast-tracked, its processing follows the regular processing times, which vary depending on the type of application."
2400,https://migri.fi/en/faq-fast-track,"Yes, you can change the service point you selected."
2401,https://migri.fi/en/faq-fast-track,Find the relevant contact details on the website of the Ministry for Foreign Affairs and book an appointment as instructed.
2402,https://migri.fi/en/faq-fast-track,Please note that you might not be able to secure an appointment within five working days if you change your service point.
2403,https://migri.fi/en/faq-fast-track,"If you already are in Finland, you cannot submit a fast-track application."
2404,https://migri.fi/en/faq-fast-track,It is not possible to apply for an extended permit using the fast-track service.
2406,https://migri.fi/en/faq-fast-track,"If your employer does not fill in the conditions of employment in Enter Finland for Employers within two working days after you have submitted your own application, your application will not be fast-tracked."
2407,https://migri.fi/en/faq-fast-track,"Instead, your application will follow the regular processing times, which depend on the type of application."
2409,https://migri.fi/en/faq-fast-track,"If you added the email address of your spouse to your application but he or she did not receive the code, please contact esupport@migri.fi."
2410,https://migri.fi/en/faq-fast-track,"If your spouse is already in Finland, you cannot apply using the fast track service."
2411,https://migri.fi/en/faq-fast-track,"When using the fast track service, family members must apply at the same time as the sponsor."
2413,https://migri.fi/en/faq-fast-track,It is not possible to apply using the fast track service if you do not pay for the application in Enter Finland before submitting it.
2414,https://migri.fi/en/faq-fast-track,"If you apply for a residence permit using the fast-track service, you must pay the processing fee for your application in Enter Finland before submitting the application."
2415,https://migri.fi/en/faq-fast-track,Your employer cannot pay for your fast-track application.
2416,https://migri.fi/en/faq-fast-track,"If you are unable to pay for your application in Enter Finland, you must submit a normal application."
2417,https://migri.fi/en/faq-fast-track,"In that case, the processing of your application will follow the regular processing times, which vary depending on the type of application."
2419,https://migri.fi/en/faq-fast-track,"If you have a residence permit in another EU country, you do not need a visa to enter Finland."
2420,https://migri.fi/en/faq-fast-track,You can apply for a residence permit using the fast-track service without applying for a D visa.
2421,https://migri.fi/en/faq-fast-track,"If you arrive from a country whose citizens are required to have a visa and you want to arrive in Finland immediately after receiving a positive decision on your application, you must also apply for a D visa."
2422,https://migri.fi/en/faq-fast-track,"If you arrive from a visa-free country, you do not need a D visa."
2424,https://migri.fi/en/faq-fast-track,You must have a residence permit in order to work in Finland.
2425,https://migri.fi/en/faq-fast-track,"Fast-track applications can only be submitted abroad, not in Finland."
2492,https://migri.fi/en/faq-students,You can apply for a residence permit for studying when you have received a study place in a Finnish educational institution.
2493,https://migri.fi/en/faq-students,Your studies must lead to a degree or a vocational qualification (occupation).
2494,https://migri.fi/en/faq-students,"A residence permit can be issued for other studies, which do not lead to a degree or a vocational qualification, only on reasonable grounds."
